node_id,type,label,source_graph,level,original_id,text,number,act,desc,query_text,informative_answer,actionable_answer,readable_answer
PC::Petitioner Convicted Under Prevention of Corruption Act,LegalProvision,Petitioner Convicted Under Prevention of Corruption Act,PC_Family,pc,Petitioner Convicted Under Prevention of Corruption Act,,,,,,,,
PC::Selection Committee Recruitment Process Vitiated,CaseFact,Selection Committee Recruitment Process Vitiated,PC_Family,pc,Selection Committee Recruitment Process Vitiated,,,,,,,,
PC::Court Directed Fresh Selection Process,CaseFact,Court Directed Fresh Selection Process,PC_Family,pc,Court Directed Fresh Selection Process,,,,,,,,
PC::Status Quo Maintained During Appeal,CaseFact,Status Quo Maintained During Appeal,PC_Family,pc,Status Quo Maintained During Appeal,,,,,,,,
PC::Candidates Interviewed for Deputy Forest Rangers,CaseFact,Candidates Interviewed for Deputy Forest Rangers,PC_Family,pc,Candidates Interviewed for Deputy Forest Rangers,,,,,,,,
PC::Caste Certificate Issued for Scheduled Tribe,LegalProvision,Caste Certificate Issued for Scheduled Tribe,PC_Family,pc,Caste Certificate Issued for Scheduled Tribe,,,,,,,,
PC::Caste Certificate Rejected by Scrutiny Committee,CaseFact,Caste Certificate Rejected by Scrutiny Committee,PC_Family,pc,Caste Certificate Rejected by Scrutiny Committee,,,,,,,,
PC::High Court Allowed Writ Petition Quashing Rejection,CaseFact,High Court Allowed Writ Petition Quashing Rejection,PC_Family,pc,High Court Allowed Writ Petition Quashing Rejection,,,,,,,,
PC::Halba Koshti Claimed as Sub-Tribe of Halba Halbi,CaseFact,Halba Koshti Claimed as Sub-Tribe of Halba Halbi,PC_Family,pc,Halba Koshti Claimed as Sub-Tribe of Halba Halbi,,,,,,,,
PC::Evidence Established Koshti as Distinct Caste,CaseFact,Evidence Established Koshti as Distinct Caste,PC_Family,pc,Evidence Established Koshti as Distinct Caste,,,,,,,,
PC::Articles 341 and 342 of the Constitution of India,LegalProvision,Articles 341 and 342 of the Constitution of India,PC_Family,pc,Articles 341 and 342 of the Constitution of India,,,,,,,,
"PC::Scheduled Tribes Order, 1950",LegalProvision,"Scheduled Tribes Order, 1950",PC_Family,pc,"Scheduled Tribes Order, 1950",,,,,,,,
PC::Divorce Petition Transferred to Different Court,CaseFact,Divorce Petition Transferred to Different Court,PC_Family,pc,Divorce Petition Transferred to Different Court,,,,,,,,
PC::Section 21 of the Hindu Marriage Act,LegalProvision,Section 21 of the Hindu Marriage Act,PC_Family,pc,Section 21 of the Hindu Marriage Act,,,,,,,,
PC::High Court Found Explanation 2 to Section 5 Applicable to Entire Section,LegalProvision,High Court Found Explanation 2 to Section 5 Applicable to Entire Section,PC_Family,pc,High Court Found Explanation 2 to Section 5 Applicable to Entire Section,,,,,,,,
PC::Claims for Deduction of Rent and Interest Considered,CaseFact,Claims for Deduction of Rent and Interest Considered,PC_Family,pc,Claims for Deduction of Rent and Interest Considered,,,,,,,,
"PC::Section 5 of the Agricultural Income-tax Act, 1950",LegalProvision,"Section 5 of the Agricultural Income-tax Act, 1950",PC_Family,pc,"Section 5 of the Agricultural Income-tax Act, 1950",,,,,,,,
PC::Settlement Officer Found Khatas as Joint Family Property,CaseFact,Settlement Officer Found Khatas as Joint Family Property,PC_Family,pc,Settlement Officer Found Khatas as Joint Family Property,,,,,,,,
PC::High Court Restored Settlement Officer Order,LegalProvision,High Court Restored Settlement Officer Order,PC_Family,pc,High Court Restored Settlement Officer Order,,,,,,,,
PC::Deputy Director of Consolidation Reversed Settlement Officer Decision,CaseFact,Deputy Director of Consolidation Reversed Settlement Officer Decision,PC_Family,pc,Deputy Director of Consolidation Reversed Settlement Officer Decision,,,,,,,,
PC::Evidence Supported Joint Family Claim,CaseFact,Evidence Supported Joint Family Claim,PC_Family,pc,Evidence Supported Joint Family Claim,,,,,,,,
PC::Appellants Claimed Individual Ownership,CaseFact,Appellants Claimed Individual Ownership,PC_Family,pc,Appellants Claimed Individual Ownership,,,,,,,,
PC::Respondents Claimed Joint Family Membership,CaseFact,Respondents Claimed Joint Family Membership,PC_Family,pc,Respondents Claimed Joint Family Membership,,,,,,,,
PC::Environmental Degradation Alleged,CaseFact,Environmental Degradation Alleged,PC_Family,pc,Environmental Degradation Alleged,,,,,,,,
PC::Construction Sanctioned in Coastal Regulation Zone,LegalProvision,Construction Sanctioned in Coastal Regulation Zone,PC_Family,pc,Construction Sanctioned in Coastal Regulation Zone,,,,,,,,
PC::Development and Ecology Balance Considered,CaseFact,Development and Ecology Balance Considered,PC_Family,pc,Development and Ecology Balance Considered,,,,,,,,
PC::Coastal Zone Management Plan Issued by Government,CaseFact,Coastal Zone Management Plan Issued by Government,PC_Family,pc,Coastal Zone Management Plan Issued by Government,,,,,,,,
PC::Assurance Given to Maintain Sand Dunes,CaseFact,Assurance Given to Maintain Sand Dunes,PC_Family,pc,Assurance Given to Maintain Sand Dunes,,,,,,,,
PC::Construction of Hotel in Coastal Regulation Zone Challenged,LegalProvision,Construction of Hotel in Coastal Regulation Zone Challenged,PC_Family,pc,Construction of Hotel in Coastal Regulation Zone Challenged,,,,,,,,
PC::Government Granted Sanction for Hotel Construction,CaseFact,Government Granted Sanction for Hotel Construction,PC_Family,pc,Government Granted Sanction for Hotel Construction,,,,,,,,
PC::Area Designated as Beach Resort in Land Use Records,CaseFact,Area Designated as Beach Resort in Land Use Records,PC_Family,pc,Area Designated as Beach Resort in Land Use Records,,,,,,,,
"PC::Section 3(1) and 3(2) of the Environment Protection Act, 1986",LegalProvision,"Section 3(1) and 3(2) of the Environment Protection Act, 1986",PC_Family,pc,"Section 3(1) and 3(2) of the Environment Protection Act, 1986",,,,,,,,
PC::Coastal Regulation Zone Notifications,LegalProvision,Coastal Regulation Zone Notifications,PC_Family,pc,Coastal Regulation Zone Notifications,,,,,,,,
PC::Court Found No Direct Evidence of Bribery Demand,CaseFact,Court Found No Direct Evidence of Bribery Demand,PC_Family,pc,Court Found No Direct Evidence of Bribery Demand,,,,,,,,
PC::Prosecution Established Circumstantial Evidence of Bribery,CaseFact,Prosecution Established Circumstantial Evidence of Bribery,PC_Family,pc,Prosecution Established Circumstantial Evidence of Bribery,,,,,,,,
PC::Appellant Caught Red-Handed with Tainted Currency,CaseFact,Appellant Caught Red-Handed with Tainted Currency,PC_Family,pc,Appellant Caught Red-Handed with Tainted Currency,,,,,,,,
PC::Legal Presumption of Gratification Established Under Section 20,LegalProvision,Legal Presumption of Gratification Established Under Section 20,PC_Family,pc,Legal Presumption of Gratification Established Under Section 20,,,,,,,,
PC::High Court Established Permanent Bench at Jaipur,CaseFact,High Court Established Permanent Bench at Jaipur,PC_Family,pc,High Court Established Permanent Bench at Jaipur,,,,,,,,
PC::Jurisdiction of High Court Defined by Presidential Order,LegalProvision,Jurisdiction of High Court Defined by Presidential Order,PC_Family,pc,Jurisdiction of High Court Defined by Presidential Order,,,,,,,,
PC::Chief Justice Lacks Power to Define Cause of Action,CaseFact,Chief Justice Lacks Power to Define Cause of Action,PC_Family,pc,Chief Justice Lacks Power to Define Cause of Action,,,,,,,,
PC::Territorial Jurisdiction Bifurcated Between Jodhpur and Jaipur,CaseFact,Territorial Jurisdiction Bifurcated Between Jodhpur and Jaipur,PC_Family,pc,Territorial Jurisdiction Bifurcated Between Jodhpur and Jaipur,,,,,,,,
PC::Explanation to Order Found Ultra Vires,LegalProvision,Explanation to Order Found Ultra Vires,PC_Family,pc,Explanation to Order Found Ultra Vires,,,,,,,,
"PC::Section 51 of the States Reorganisation Act, 1956",LegalProvision,"Section 51 of the States Reorganisation Act, 1956",PC_Family,pc,"Section 51 of the States Reorganisation Act, 1956",,,,,,,,
"PC::Section 44 of the Rajasthan High Court Ordinance, 1949",LegalProvision,"Section 44 of the Rajasthan High Court Ordinance, 1949",PC_Family,pc,"Section 44 of the Rajasthan High Court Ordinance, 1949",,,,,,,,
PC::Appellant Claimed Absolute Ownership of Property,CaseFact,Appellant Claimed Absolute Ownership of Property,PC_Family,pc,Appellant Claimed Absolute Ownership of Property,,,,,,,,
PC::High Court Found Limited Life Interest in Will,CaseFact,High Court Found Limited Life Interest in Will,PC_Family,pc,High Court Found Limited Life Interest in Will,,,,,,,,
PC::High Court Misconstrued Testator's Intent,CaseFact,High Court Misconstrued Testator's Intent,PC_Family,pc,High Court Misconstrued Testator's Intent,,,,,,,,
PC::Disputed Property Not Ancestral,CaseFact,Disputed Property Not Ancestral,PC_Family,pc,Disputed Property Not Ancestral,,,,,,,,
PC::Execution of Will Not Disputed,CaseFact,Execution of Will Not Disputed,PC_Family,pc,Execution of Will Not Disputed,,,,,,,,
PC::Appellant Entitled to Property After Testator's Death,CaseFact,Appellant Entitled to Property After Testator's Death,PC_Family,pc,Appellant Entitled to Property After Testator's Death,,,,,,,,
PC::Loan Taken for Family Necessity,CaseFact,Loan Taken for Family Necessity,PC_Family,pc,Loan Taken for Family Necessity,,,,,,,,
PC::Auction Sale Binding on Applicant,CaseFact,Auction Sale Binding on Applicant,PC_Family,pc,Auction Sale Binding on Applicant,,,,,,,,
PC::Trial Court Found Sale for Legal Necessity,CaseFact,Trial Court Found Sale for Legal Necessity,PC_Family,pc,Trial Court Found Sale for Legal Necessity,,,,,,,,
PC::Widow Entitled to Alienate Property for Legal Necessity,CaseFact,Widow Entitled to Alienate Property for Legal Necessity,PC_Family,pc,Widow Entitled to Alienate Property for Legal Necessity,,,,,,,,
PC::Child Admitted to Unaided Minority School,CaseFact,Child Admitted to Unaided Minority School,PC_Family,pc,Child Admitted to Unaided Minority School,,,,,,,,
PC::Father Filed Complaint Against School for Capitation Fee,CaseFact,Father Filed Complaint Against School for Capitation Fee,PC_Family,pc,Father Filed Complaint Against School for Capitation Fee,,,,,,,,
PC::No Approved Fee Rate Established for School,CaseFact,No Approved Fee Rate Established for School,PC_Family,pc,No Approved Fee Rate Established for School,,,,,,,,
PC::Complaint Found Futile Without Fee Regulation,LegalProvision,Complaint Found Futile Without Fee Regulation,PC_Family,pc,Complaint Found Futile Without Fee Regulation,,,,,,,,
"PC::Section 7 of the Maharashtra Educational Institutions Prohibition of Capitation Fee Act, 1987",LegalProvision,"Section 7 of the Maharashtra Educational Institutions Prohibition of Capitation Fee Act, 1987",PC_Family,pc,"Section 7 of the Maharashtra Educational Institutions Prohibition of Capitation Fee Act, 1987",,,,,,,,
PC::Incident Involving Firearms Occurred,CaseFact,Incident Involving Firearms Occurred,PC_Family,pc,Incident Involving Firearms Occurred,,,,,,,,
PC::Two FIRs Registered for Rival Versions,CaseFact,Two FIRs Registered for Rival Versions,PC_Family,pc,Two FIRs Registered for Rival Versions,,,,,,,,
PC::Charges Framed Under IPC Sections,LegalProvision,Charges Framed Under IPC Sections,PC_Family,pc,Charges Framed Under IPC Sections,,,,,,,,
PC::Sessions Court Transferred Case to Chief Judicial Magistrate,CaseFact,Sessions Court Transferred Case to Chief Judicial Magistrate,PC_Family,pc,Sessions Court Transferred Case to Chief Judicial Magistrate,,,,,,,,
PC::Legal Principle of Charge Framing Established,CaseFact,Legal Principle of Charge Framing Established,PC_Family,pc,Legal Principle of Charge Framing Established,,,,,,,,
PC::Section 228(1) of CrPC,LegalProvision,Section 228(1) of CrPC,PC_Family,pc,Section 228(1) of CrPC,,,,,,,,
PC::Section 227 of CrPC,LegalProvision,Section 227 of CrPC,PC_Family,pc,Section 227 of CrPC,,,,,,,,
PC::Section 307 IPC,LegalProvision,Section 307 IPC,PC_Family,pc,Section 307 IPC,,,,,,,,
PC::Section 324 IPC,LegalProvision,Section 324 IPC,PC_Family,pc,Section 324 IPC,,,,,,,,
PC::Section 323 of CrPC,LegalProvision,Section 323 of CrPC,PC_Family,pc,Section 323 of CrPC,,,,,,,,
PC::Section 209 of CrPC,LegalProvision,Section 209 of CrPC,PC_Family,pc,Section 209 of CrPC,,,,,,,,
PC::Ex Parte Decree of Divorce Secured,CaseFact,Ex Parte Decree of Divorce Secured,PC_Family,pc,Ex Parte Decree of Divorce Secured,,,,,,,,
PC::First Wife Set Aside Ex Parte Decree,CaseFact,First Wife Set Aside Ex Parte Decree,PC_Family,pc,First Wife Set Aside Ex Parte Decree,,,,,,,,
PC::Second Marriage Conducted During First Marriage,CaseFact,Second Marriage Conducted During First Marriage,PC_Family,pc,Second Marriage Conducted During First Marriage,,,,,,,,
PC::Criminal Complaint Filed for Bigamy,CaseFact,Criminal Complaint Filed for Bigamy,PC_Family,pc,Criminal Complaint Filed for Bigamy,,,,,,,,
PC::Appellant Claimed Decree Valid at Time of Second Marriage,CaseFact,Appellant Claimed Decree Valid at Time of Second Marriage,PC_Family,pc,Appellant Claimed Decree Valid at Time of Second Marriage,,,,,,,,
PC::Trial Delayed for Over a Decade,CaseFact,Trial Delayed for Over a Decade,PC_Family,pc,Trial Delayed for Over a Decade,,,,,,,,
PC::High Court Discharged Accused Without Sufficient Reasoning,CaseFact,High Court Discharged Accused Without Sufficient Reasoning,PC_Family,pc,High Court Discharged Accused Without Sufficient Reasoning,,,,,,,,
PC::Trial Court Found Sufficient Evidence for Charges,CaseFact,Trial Court Found Sufficient Evidence for Charges,PC_Family,pc,Trial Court Found Sufficient Evidence for Charges,,,,,,,,
PC::Section 228 of CrPC,LegalProvision,Section 228 of CrPC,PC_Family,pc,Section 228 of CrPC,,,,,,,,
PC::First Marriage Subsisting During Second Marriage,CaseFact,First Marriage Subsisting During Second Marriage,PC_Family,pc,First Marriage Subsisting During Second Marriage,,,,,,,,
PC::Second Marriage Alleged to be Valid,CaseFact,Second Marriage Alleged to be Valid,PC_Family,pc,Second Marriage Alleged to be Valid,,,,,,,,
PC::Court Found Saptapadi Not Essential for Validity Under Section 7-A,LegalProvision,Court Found Saptapadi Not Essential for Validity Under Section 7-A,PC_Family,pc,Court Found Saptapadi Not Essential for Validity Under Section 7-A,,,,,,,,
PC::Ill-Treatment Led to Separation,CaseFact,Ill-Treatment Led to Separation,PC_Family,pc,Ill-Treatment Led to Separation,,,,,,,,
PC::Adoption Deed Executed,CaseFact,Adoption Deed Executed,PC_Family,pc,Adoption Deed Executed,,,,,,,,
PC::Wife Claimed Absolute Ownership,CaseFact,Wife Claimed Absolute Ownership,PC_Family,pc,Wife Claimed Absolute Ownership,,,,,,,,
PC::Court Found Life Estate Created,CaseFact,Court Found Life Estate Created,PC_Family,pc,Court Found Life Estate Created,,,,,,,,
PC::Res Judicata Applied to Adoption Validity,CaseFact,Res Judicata Applied to Adoption Validity,PC_Family,pc,Res Judicata Applied to Adoption Validity,,,,,,,,
PC::Court Disbelieved Fraud Allegations,CaseFact,Court Disbelieved Fraud Allegations,PC_Family,pc,Court Disbelieved Fraud Allegations,,,,,,,,
PC::Murder Committed by Family Members,CaseFact,Murder Committed by Family Members,PC_Family,pc,Murder Committed by Family Members,,,,,,,,
PC::Medical Evidence Corroborated Cause of Death,CaseFact,Medical Evidence Corroborated Cause of Death,PC_Family,pc,Medical Evidence Corroborated Cause of Death,,,,,,,,
PC::Accused Denied Involvement in Crime,CaseFact,Accused Denied Involvement in Crime,PC_Family,pc,Accused Denied Involvement in Crime,,,,,,,,
PC::Trial Court Relied on Eye Witnesses,CaseFact,Trial Court Relied on Eye Witnesses,PC_Family,pc,Trial Court Relied on Eye Witnesses,,,,,,,,
PC::High Court Upheld Trial Court Conviction,CaseFact,High Court Upheld Trial Court Conviction,PC_Family,pc,High Court Upheld Trial Court Conviction,,,,,,,,
PC::Will Validity Considered,CaseFact,Will Validity Considered,PC_Family,pc,Will Validity Considered,,,,,,,,
PC::Tehsildar Found Will Proven,CaseFact,Tehsildar Found Will Proven,PC_Family,pc,Tehsildar Found Will Proven,,,,,,,,
PC::Land Bequeathed to Appellants,CaseFact,Land Bequeathed to Appellants,PC_Family,pc,Land Bequeathed to Appellants,,,,,,,,
PC::Gulam Mohammed Inherited Land,CaseFact,Gulam Mohammed Inherited Land,PC_Family,pc,Gulam Mohammed Inherited Land,,,,,,,,
PC::Ceiling Area Determined Under Act,LegalProvision,Ceiling Area Determined Under Act,PC_Family,pc,Ceiling Area Determined Under Act,,,,,,,,
PC::Moti Begum Inherited Land,CaseFact,Moti Begum Inherited Land,PC_Family,pc,Moti Begum Inherited Land,,,,,,,,
